_id,package,accessibility,completeness,freshness,metadata,usability,score,score_norm,grade,grade_norm,recorded_at,version
21517,environmentally-significant-areas,1,0.64,0.0,0.25,0.74,0.5,0.21,Bronze,Bronze,2021-03-08T00:05:12,v0.1.0
21518,field-information-reports,1,0.89,0.0,0.88,0.8,0.67,0.51,Bronze,Bronze,2021-03-08T00:05:12,v0.1.0
21519,fire-hydrants,1,1.0,0.5,0.12,0.83,0.63,0.45,Bronze,Bronze,2021-03-08T00:05:12,v0.1.0
21520,fire-incidents,1,0.82,1.0,0.75,0.83,0.85,0.85,Gold,Gold,2021-03-08T00:05:12,v0.1.0
21521,former-municipality-boundaries,1,0.69,0.0,0.12,0.8,0.49,0.2,Bronze,Bronze,2021-03-08T00:05:12,v0.1.0
21522,highrise-residential-fire-inspection-results,1,0.95,0.5,0.62,0.85,0.76,0.67,Silver,Silver,2021-03-08T00:05:12,v0.1.0
21523,immunization-coverage-for-students,1,1.0,0.74,0.5,0.69,0.67,0.53,Bronze,Bronze,2021-03-08T00:05:12,v0.1.0
21524,king-st-transit-pilot-2015-king-street-traffic-counts,1,1.0,0.0,0.12,0.58,0.41,0.06,Bronze,Bronze,2021-03-08T00:05:12,v0.1.0
21525,king-st-transit-pilot-bluetooth-travel-time-summary,1,1.0,0.0,0.12,0.69,0.45,0.13,Bronze,Bronze,2021-03-08T00:05:12,v0.1.0
21526,king-st-transit-pilot-traffic-pedestrian-volumes-summary,1,1.0,0.46,0.12,0.69,0.53,0.27,Bronze,Bronze,2021-03-08T00:05:12,v0.1.0
21527,licensed-child-care-centres,1,0.98,0.5,0.75,0.74,0.75,0.66,Silver,Silver,2021-03-08T00:05:12,v0.1.0
21528,marriage-licence-statistics,1,1.0,1.0,0.62,1.0,0.91,0.94,Gold,Gold,2021-03-08T00:05:12,v0.1.0
21529,mbncanada-performance-measures,1,0.95,1.0,0.62,0.79,0.78,0.72,Silver,Silver,2021-03-08T00:05:12,v0.1.0
21530,members-of-toronto-city-council-meeting-attendance,1,1.0,0.0,0.25,0.94,0.58,0.35,Bronze,Bronze,2021-03-08T00:05:12,v0.1.0
21531,members-of-toronto-city-council-voting-record,1,1.0,0.0,0.25,0.9,0.56,0.33,Bronze,Bronze,2021-03-08T00:05:12,v0.1.0
21532,mobile-watch-your-speed-program-speed-summary,1,1.0,1.0,0.88,0.6,0.82,0.79,Silver,Silver,2021-03-08T00:05:12,v0.1.0
21533,motor-vehicle-collisions-involving-killed-or-seriously-injured-persons,1,0.6,1.0,0.87,0.75,0.82,0.79,Silver,Silver,2021-03-08T00:05:12,v0.1.0
21534,neighbourhood-crime-rates,1,1.0,1.0,0.74,0.7,0.82,0.79,Silver,Silver,2021-03-08T00:05:12,v0.1.0
21535,neighbourhood-profiles,1,1.0,0.0,0.12,0.57,0.41,0.05,Bronze,Bronze,2021-03-08T00:05:12,v0.1.0
21536,neighbourhoods,1,0.62,0.0,0.12,0.83,0.5,0.21,Bronze,Bronze,2021-03-08T00:05:12,v0.1.0
21537,on-street-permit-parking-area-maps,1,0.28,1.0,0.12,0.6,0.55,0.3,Bronze,Bronze,2021-03-08T00:05:12,v0.1.0
21538,patrol-zones,1,1.0,0.0,0.25,0.9,0.6,0.39,Bronze,Bronze,2021-03-08T00:05:12,v0.1.0
21539,pedestrian-network,1,0.75,0.0,0.38,0.95,0.62,0.43,Bronze,Bronze,2021-03-08T00:05:12,v0.1.0
21540,places-of-interest-and-toronto-attractions,1,0.69,0.0,0.25,0.81,0.53,0.27,Bronze,Bronze,2021-03-08T00:05:12,v0.1.0
21541,places-of-worship,1,0.51,0.0,0.25,0.75,0.49,0.19,Bronze,Bronze,2021-03-08T00:05:12,v0.1.0
21542,police-annual-statistical-report-administrative,1,1.0,1.0,0.67,0.92,0.85,0.84,Gold,Gold,2021-03-08T00:05:12,v0.1.0
21543,police-annual-statistical-report-complaint-dispositions,1,1.0,1.0,0.88,0.8,0.86,0.85,Gold,Gold,2021-03-08T00:05:12,v0.1.0
21544,police-annual-statistical-report-dispatched-calls-by-division,1,1.0,1.0,0.88,0.92,0.9,0.93,Gold,Gold,2021-03-08T00:05:12,v0.1.0
21545,police-annual-statistical-report-firearms-top-5-calibres,1,1.0,1.0,0.75,1.0,0.9,0.93,Gold,Gold,2021-03-08T00:05:12,v0.1.0
21546,police-annual-statistical-report-gross-expenditures-by-division,1,1.0,1.0,0.75,0.92,0.87,0.88,Gold,Gold,2021-03-08T00:05:12,v0.1.0
21547,police-annual-statistical-report-gross-operating-budget,1,1.0,1.0,0.75,0.83,0.84,0.82,Gold,Gold,2021-03-08T00:05:12,v0.1.0
21548,police-annual-statistical-report-homicide,1,0.92,1.0,0.83,0.96,0.93,0.99,Gold,Gold,2021-03-08T00:05:12,v0.1.0
21549,police-annual-statistical-report-investigated-alleged-misconduct,1,1.0,1.0,0.88,0.8,0.86,0.85,Gold,Gold,2021-03-08T00:05:12,v0.1.0
21550,police-annual-statistical-report-miscellaneous-calls-for-service,1,1.0,1.0,0.88,1.0,0.93,0.99,Gold,Gold,2021-03-08T00:05:12,v0.1.0
21551,police-annual-statistical-report-miscellaneous-data,1,1.0,1.0,0.67,0.92,0.85,0.84,Gold,Gold,2021-03-08T00:05:12,v0.1.0
21552,police-annual-statistical-report-miscellaneous-firearms,1,1.0,1.0,0.88,1.0,0.93,0.99,Gold,Gold,2021-03-08T00:05:12,v0.1.0
21553,police-annual-statistical-report-personnel-by-command,1,1.0,1.0,0.75,1.0,0.9,0.93,Gold,Gold,2021-03-08T00:05:12,v0.1.0
21554,police-annual-statistical-report-personnel-by-rank,1,1.0,1.0,0.88,1.0,0.93,0.99,Gold,Gold,2021-03-08T00:05:12,v0.1.0
21555,police-annual-statistical-report-personnel-by-rank-by-division,1,1.0,1.0,0.87,1.0,0.93,0.99,Gold,Gold,2021-03-08T00:05:12,v0.1.0
21556,police-annual-statistical-report-regulated-interactions,1,1.0,1.0,0.75,1.0,0.9,0.93,Gold,Gold,2021-03-08T00:05:12,v0.1.0
21557,police-annual-statistical-report-regulated-interactions-demographics,1,1.0,1.0,0.75,0.9,0.86,0.86,Gold,Gold,2021-03-08T00:05:12,v0.1.0
21558,police-annual-statistical-report-reported-crimes,1,1.0,1.0,0.87,0.86,0.88,0.89,Gold,Gold,2021-03-08T00:05:12,v0.1.0
21559,police-annual-statistical-report-search-of-persons,1,1.0,1.0,0.75,0.94,0.88,0.89,Gold,Gold,2021-03-08T00:05:12,v0.1.0
21560,police-annual-statistical-report-shooting-occurrences,1,1.0,1.0,0.75,0.8,0.82,0.8,Silver,Silver,2021-03-08T00:05:12,v0.1.0
21561,police-annual-statistical-report-top-20-offences-of-firearms-seizures,1,1.0,1.0,0.75,0.92,0.87,0.88,Gold,Gold,2021-03-08T00:05:12,v0.1.0
21562,police-annual-statistical-report-total-public-complaints,1,1.0,1.0,0.88,0.9,0.89,0.92,Gold,Gold,2021-03-08T00:05:12,v0.1.0
21563,police-annual-statistical-report-traffic-collisions,1,1.0,1.0,0.88,0.75,0.84,0.82,Gold,Gold,2021-03-08T00:05:12,v0.1.0
21564,police-annual-statistical-report-victims-of-crime,1,1.0,1.0,0.88,0.83,0.87,0.87,Gold,Gold,2021-03-08T00:05:12,v0.1.0
21565,police-boundaries,1,0.73,0.0,0.12,0.83,0.51,0.24,Bronze,Bronze,2021-03-08T00:05:12,v0.1.0
21566,police-facility-locations,1,1.0,0.0,0.65,0.9,0.7,0.57,Bronze,Bronze,2021-03-08T00:05:12,v0.1.0
21567,polls-conducted-by-the-city,1,0.99,1.0,0.62,0.92,0.87,0.89,Gold,Gold,2021-03-08T00:05:12,v0.1.0
21568,public-art,1,0.7,0.0,0.73,0.93,0.69,0.56,Bronze,Bronze,2021-03-08T00:05:12,v0.1.0
21569,red-light-cameras,1,0.59,1.0,0.12,0.85,0.68,0.54,Bronze,Bronze,2021-03-08T00:05:12,v0.1.0
21570,registry-of-declared-interest,1,0.96,0.0,0.25,0.89,0.55,0.31,Bronze,Bronze,2021-03-08T00:05:12,v0.1.0
21571,renewable-energy-installations,1,0.64,0.0,0.25,0.8,0.52,0.25,Bronze,Bronze,2021-03-08T00:05:12,v0.1.0
21572,residential-front-yard-parking,1,1.0,1.0,0.62,0.8,0.83,0.81,Gold,Gold,2021-03-08T00:05:12,v0.1.0
21573,retirement-homes,1,0.69,0.0,0.25,0.8,0.52,0.26,Bronze,Bronze,2021-03-08T00:05:12,v0.1.0
21574,safety-zone-watch-your-speed-program-monthly-summary,1,1.0,1.0,0.88,0.62,0.83,0.8,Silver,Silver,2021-03-08T00:05:12,v0.1.0
21575,school-locations-all-types,1,0.69,1.0,0.12,0.8,0.67,0.52,Bronze,Bronze,2021-03-08T00:05:12,v0.1.0
21576,school-safety-zone-watch-your-speed-program-locations,1,0.94,1.0,0.87,0.82,0.89,0.92,Gold,Gold,2021-03-08T00:05:12,v0.1.0
21577,secondary-plans,1,0.55,1.0,0.12,0.69,0.61,0.41,Bronze,Bronze,2021-03-08T00:05:12,v0.1.0
21578,short-term-rentals-registration,1,0.93,1.0,0.75,0.75,0.84,0.82,Gold,Gold,2021-03-08T00:05:12,v0.1.0
21579,site-and-area-specific-policies,1,0.45,1.0,0.12,0.81,0.65,0.48,Bronze,Bronze,2021-03-08T00:05:12,v0.1.0
21580,solid-waste-pickup-schedule,1,1.0,1.0,0.39,1.0,0.81,0.77,Silver,Silver,2021-03-08T00:05:12,v0.1.0
21581,stillbirth-registration-statistics,1,1.0,1.0,0.62,1.0,0.91,0.94,Gold,Gold,2021-03-08T00:05:12,v0.1.0
21582,street-furniture-bench,1,0.76,1.0,0.25,0.74,0.69,0.55,Bronze,Bronze,2021-03-08T00:05:12,v0.1.0
21583,street-furniture-bicycle-parking,1,0.81,1.0,0.25,0.78,0.71,0.59,Bronze,Bronze,2021-03-08T00:05:12,v0.1.0
21584,street-furniture-information-pillar-wayfinding-structure,1,0.73,1.0,0.25,0.74,0.68,0.54,Bronze,Bronze,2021-03-08T00:05:12,v0.1.0
21585,street-furniture-litter-receptacle,1,0.75,1.0,0.25,0.74,0.69,0.55,Bronze,Bronze,2021-03-08T00:05:12,v0.1.0
21586,street-furniture-poster-board,1,0.77,1.0,0.25,0.75,0.69,0.56,Bronze,Bronze,2021-03-08T00:05:12,v0.1.0
21587,street-furniture-poster-structure,1,0.76,1.0,0.25,0.74,0.69,0.55,Bronze,Bronze,2021-03-08T00:05:12,v0.1.0
21588,street-furniture-public-washroom,1,0.78,1.0,0.25,0.71,0.68,0.53,Bronze,Bronze,2021-03-08T00:05:12,v0.1.0
21589,street-furniture-publication-structure,1,0.76,1.0,0.25,0.72,0.68,0.54,Bronze,Bronze,2021-03-08T00:05:12,v0.1.0
21590,street-furniture-transit-shelter,1,0.73,1.0,0.25,0.76,0.69,0.56,Bronze,Bronze,2021-03-08T00:05:12,v0.1.0
21591,tcdsb-schools,1,1.0,0.73,0.57,0.8,0.77,0.7,Silver,Silver,2021-03-08T00:05:12,v0.1.0
21592,toronto-centreline-tcl,1,0.71,1.0,0.25,0.77,0.69,0.56,Bronze,Bronze,2021-03-08T00:05:12,v0.1.0
