_id,package,accessibility,completeness,freshness,metadata,usability,score,score_norm,grade,grade_norm,recorded_at,version
3508,wellbeing-youth-legal-justice-support,1,0.81,0.0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-10-08T20:12:08,v0.1.0
3509,wellbeing-youth-legal-support-advocacy,1,0.82,0.0,0.12,0.92,0.56,0.32,Bronze,Bronze,2020-10-08T20:12:08,v0.1.0
3510,wellbeing-youth-lgbtq-resources,1,0.83,0.0,0.25,0.91,0.58,0.36,Bronze,Bronze,2020-10-08T20:12:08,v0.1.0
3511,wellbeing-youth-life-skills-training,1,0.82,0.0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-10-08T20:12:08,v0.1.0
3512,wellbeing-youth-mental-health,1,0.82,0.0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-10-08T20:12:08,v0.1.0
3513,wellbeing-youth-newcomer-settlement-services,1,0.82,0.0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-10-08T20:12:08,v0.1.0
3514,wellbeing-youth-parenting-programs,1,0.8,0.0,0.25,0.92,0.58,0.37,Bronze,Bronze,2020-10-08T20:12:08,v0.1.0
3515,wellbeing-youth-recreation,1,0.81,0.0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-10-08T20:12:08,v0.1.0
3516,wellbeing-youth-refugee-housing,1,0.83,0.0,0.25,0.92,0.59,0.38,Bronze,Bronze,2020-10-08T20:12:08,v0.1.0
3517,wellbeing-youth-sexual-health-services,1,0.79,0.0,0.25,0.92,0.58,0.36,Bronze,Bronze,2020-10-08T20:12:08,v0.1.0
3518,wellbeing-youth-substance-use-treatment,1,0.79,0.0,0.25,0.92,0.58,0.36,Bronze,Bronze,2020-10-08T20:12:08,v0.1.0
3519,wellbeing-youth-transitional-housing,1,0.82,0.0,0.25,0.91,0.58,0.36,Bronze,Bronze,2020-10-08T20:12:08,v0.1.0
3520,air-conditioned-and-cool-spaces-heat-relief-network,1,0.69,0.5,0.84,0.86,0.78,0.72,Silver,Silver,2020-10-12T23:04:05,v0.1.0
3521,air-conditioned-public-places-cooling-centres,1,1.0,0.0,0.25,0.85,0.54,0.29,Bronze,Bronze,2020-10-12T23:04:05,v0.1.0
3522,annual-summary-of-reportable-communicable-diseases,1,0.98,1.0,0.25,0.69,0.66,0.5,Bronze,Bronze,2020-10-12T23:04:05,v0.1.0
3523,apartment-building-evaluation,1,0.99,1.0,0.75,0.94,0.91,0.96,Gold,Gold,2020-10-12T23:04:05,v0.1.0
3524,apartment-building-registration,1,0.5,1.0,0.69,0.59,0.71,0.59,Bronze,Bronze,2020-10-12T23:04:05,v0.1.0
3525,archaeological-potential-interim,1,0.68,0.0,0.12,0.63,0.43,0.09,Bronze,Bronze,2020-10-12T23:04:05,v0.1.0
3526,bicycle-parking-bike-stations-indoor,1,0.79,1.0,0.12,0.83,0.7,0.57,Bronze,Bronze,2020-10-12T23:04:05,v0.1.0
3527,bicycle-parking-high-capacity-outdoor,1,0.77,1.0,0.12,0.85,0.7,0.57,Bronze,Bronze,2020-10-12T23:04:05,v0.1.0
3528,bicycle-parking-racks,1,0.71,1.0,0.12,0.82,0.68,0.54,Bronze,Bronze,2020-10-12T23:04:05,v0.1.0
3529,bicycle-shops,1,0.75,0.0,0.25,0.84,0.55,0.3,Bronze,Bronze,2020-10-12T23:04:05,v0.1.0
3530,bicycle-thefts,1,0.94,1.0,0.86,0.95,0.94,1.0,Gold,Gold,2020-10-12T23:04:05,v0.1.0
3531,bikeways,1,0.74,1.0,0.12,0.77,0.67,0.51,Bronze,Bronze,2020-10-12T23:04:05,v0.1.0
3532,blacklegged-tick-surveillance,1,1.0,0.75,0.88,0.81,0.82,0.78,Silver,Silver,2020-10-12T23:04:05,v0.1.0
3533,building-permits-green-roofs,1,0.92,1.0,0.12,0.91,0.74,0.64,Silver,Silver,2020-10-12T23:04:05,v0.1.0
3534,building-permits-pool-enclosures,1,0.99,1.0,0.12,0.9,0.75,0.66,Silver,Silver,2020-10-12T23:04:05,v0.1.0
3535,building-permits-signs,1,0.95,1.0,0.12,0.89,0.74,0.64,Silver,Silver,2020-10-12T23:04:05,v0.1.0
3536,building-permits-solar-hot-water-heaters,1,0.98,1.0,0.12,0.8,0.71,0.59,Bronze,Bronze,2020-10-12T23:04:05,v0.1.0
3537,business-improvement-areas,1,0.94,1.0,0.12,0.81,0.7,0.58,Bronze,Bronze,2020-10-12T23:04:05,v0.1.0
3538,business-incubation,1,1.0,0.0,0.12,0.94,0.55,0.3,Bronze,Bronze,2020-10-12T23:04:05,v0.1.0
3539,catalogue-quality-scores,1,1.0,1.0,0.88,0.67,0.81,0.76,Silver,Silver,2020-10-12T23:04:05,v0.1.0
3540,city-council-and-committees-meeting-schedule-reports,1,1.0,0.0,0.12,0.92,0.54,0.28,Bronze,Bronze,2020-10-12T23:04:05,v0.1.0
3541,city-wards,1,0.72,1.0,0.12,0.74,0.65,0.49,Bronze,Bronze,2020-10-12T23:04:05,v0.1.0
3542,civic-issue-questionnaire,1,1.0,0.0,0.25,1.0,0.6,0.4,Bronze,Bronze,2020-10-12T23:04:05,v0.1.0
3543,clothing-drop-box-locations,1,0.85,1.0,0.84,0.99,0.94,1.0,Gold,Gold,2020-10-12T23:04:05,v0.1.0
3544,community-council-boundaries,1,0.93,0.0,0.12,0.9,0.56,0.33,Bronze,Bronze,2020-10-12T23:04:05,v0.1.0
3545,council-and-standing-committee-meeting-statistics,1,1.0,0.0,0.12,0.68,0.45,0.12,Bronze,Bronze,2020-10-12T23:04:05,v0.1.0
3546,councillors-constituency-services-office-expense-reporting,1,0.6,0.0,0.12,0.73,0.42,0.07,Bronze,Bronze,2020-10-12T23:04:05,v0.1.0
3547,covid-19-cases-in-toronto,1,1.0,1.0,0.88,0.94,0.91,0.95,Gold,Gold,2020-10-12T23:04:05,v0.1.0
3548,daily-shelter-occupancy,1,0.96,1.0,0.37,0.94,0.79,0.73,Silver,Silver,2020-10-12T23:04:05,v0.1.0
3549,death-registry-statistics,1,1.0,1.0,0.75,0.88,0.89,0.92,Gold,Gold,2020-10-12T23:04:05,v0.1.0
3550,development-applications,1,0.96,0.75,0.75,0.89,0.85,0.84,Gold,Gold,2020-10-12T23:04:05,v0.1.0
3551,doors-open-toronto-2016,1,0.98,0.0,0.12,0.91,0.53,0.28,Bronze,Bronze,2020-10-12T23:04:05,v0.1.0
3552,doors-open-toronto-2017,1,1.0,0.0,0.12,0.91,0.54,0.28,Bronze,Bronze,2020-10-12T23:04:05,v0.1.0
3553,doors-open-toronto-2018,1,1.0,0.0,0.12,0.91,0.54,0.28,Bronze,Bronze,2020-10-12T23:04:05,v0.1.0
3554,elected-officials-contact-information,1,0.7,0.0,0.12,0.76,0.48,0.18,Bronze,Bronze,2020-10-12T23:04:05,v0.1.0
3555,environmentally-significant-areas,1,0.64,0.0,0.25,0.74,0.5,0.21,Bronze,Bronze,2020-10-12T23:04:05,v0.1.0
3556,field-information-reports,1,0.9,0.0,0.88,0.8,0.67,0.51,Bronze,Bronze,2020-10-12T23:04:05,v0.1.0
3557,fire-hydrants,1,1.0,0.5,0.12,0.83,0.63,0.45,Bronze,Bronze,2020-10-12T23:04:05,v0.1.0
3558,fire-incidents,1,0.82,1.0,0.75,0.83,0.85,0.85,Gold,Gold,2020-10-12T23:04:05,v0.1.0
3559,former-municipality-boundaries,1,0.81,0.0,0.12,0.84,0.53,0.26,Bronze,Bronze,2020-10-12T23:04:05,v0.1.0
3560,highrise-residential-fire-inspection-results,1,0.94,1.0,0.62,0.69,0.78,0.72,Silver,Silver,2020-10-12T23:04:05,v0.1.0
3561,homicide,1,0.92,1.0,0.83,0.96,0.93,0.99,Gold,Gold,2020-10-12T23:04:05,v0.1.0
3562,immunization-coverage-for-students,1,1.0,1.0,0.5,0.69,0.72,0.61,Silver,Silver,2020-10-12T23:04:05,v0.1.0
3563,king-st-transit-pilot-2015-king-street-traffic-counts,1,1.0,0.0,0.12,0.58,0.41,0.06,Bronze,Bronze,2020-10-12T23:04:05,v0.1.0
3564,king-st-transit-pilot-bluetooth-travel-time-summary,1,1.0,0.43,0.12,0.69,0.53,0.27,Bronze,Bronze,2020-10-12T23:04:05,v0.1.0
3565,king-st-transit-pilot-traffic-pedestrian-volumes-summary,1,1.0,0.49,0.12,0.69,0.54,0.28,Bronze,Bronze,2020-10-12T23:04:05,v0.1.0
3566,marriage-licence-statistics,1,1.0,1.0,0.62,1.0,0.91,0.95,Gold,Gold,2020-10-12T23:04:05,v0.1.0
3567,mbncanada-performance-measures,1,0.95,1.0,0.12,0.79,0.66,0.5,Bronze,Bronze,2020-10-12T23:04:05,v0.1.0
3568,members-of-toronto-city-council-meeting-attendance,1,1.0,0.0,0.25,0.94,0.58,0.35,Bronze,Bronze,2020-10-12T23:04:05,v0.1.0
3569,members-of-toronto-city-council-voting-record,1,1.0,0.0,0.25,0.9,0.56,0.33,Bronze,Bronze,2020-10-12T23:04:05,v0.1.0
3570,mobile-watch-your-speed-program-speed-summary,1,1.0,1.0,0.88,0.6,0.82,0.79,Silver,Silver,2020-10-12T23:04:05,v0.1.0
3571,motor-vehicle-collisions-involving-killed-or-seriously-injured-persons,1,0.6,1.0,0.87,0.75,0.82,0.79,Silver,Silver,2020-10-12T23:04:05,v0.1.0
3572,neighbourhood-crime-rates,1,1.0,1.0,0.74,0.7,0.82,0.79,Silver,Silver,2020-10-12T23:04:05,v0.1.0
3573,neighbourhood-profiles,1,1.0,0.0,0.12,0.57,0.41,0.05,Bronze,Bronze,2020-10-12T23:04:05,v0.1.0
3574,neighbourhoods,1,0.87,0.0,0.12,0.86,0.54,0.28,Bronze,Bronze,2020-10-12T23:04:05,v0.1.0
3575,on-street-permit-parking-area-maps,1,0.36,1.0,0.12,0.63,0.57,0.33,Bronze,Bronze,2020-10-12T23:04:05,v0.1.0
3576,patrol-zones,1,1.0,0.0,0.25,0.9,0.6,0.4,Bronze,Bronze,2020-10-12T23:04:05,v0.1.0
3577,places-of-interest-and-toronto-attractions,1,0.69,0.0,0.25,0.81,0.53,0.27,Bronze,Bronze,2020-10-12T23:04:05,v0.1.0
3578,places-of-worship,1,0.51,0.0,0.25,0.75,0.49,0.19,Bronze,Bronze,2020-10-12T23:04:05,v0.1.0
3579,police-boundaries,1,0.87,0.0,0.12,0.88,0.55,0.3,Bronze,Bronze,2020-10-12T23:04:05,v0.1.0
3580,police-facility-locations,1,1.0,0.0,0.65,0.9,0.7,0.57,Bronze,Bronze,2020-10-12T23:04:05,v0.1.0
3581,polls-conducted-by-the-city,1,0.99,1.0,0.62,0.92,0.87,0.89,Gold,Gold,2020-10-12T23:04:05,v0.1.0
3582,red-light-cameras,1,0.59,1.0,0.12,0.85,0.68,0.54,Bronze,Bronze,2020-10-12T23:04:05,v0.1.0
3583,registry-of-declared-interest,1,0.96,0.0,0.25,0.89,0.55,0.31,Bronze,Bronze,2020-10-12T23:04:05,v0.1.0
3584,renewable-energy-installations,1,0.64,0.0,0.25,0.8,0.52,0.25,Bronze,Bronze,2020-10-12T23:04:05,v0.1.0
3585,residential-front-yard-parking,1,1.0,1.0,0.62,0.8,0.83,0.81,Gold,Gold,2020-10-12T23:04:05,v0.1.0
3586,retirement-homes,1,0.69,0.0,0.25,0.8,0.52,0.26,Bronze,Bronze,2020-10-12T23:04:05,v0.1.0
3587,safety-zone-watch-your-speed-program-monthly-summary,1,1.0,1.0,0.88,0.61,0.82,0.79,Silver,Silver,2020-10-12T23:04:05,v0.1.0
3588,school-locations-all-types,1,0.84,1.0,0.12,0.85,0.71,0.59,Bronze,Bronze,2020-10-12T23:04:05,v0.1.0
3589,school-safety-zone-watch-your-speed-program-locations,1,0.93,1.0,0.87,0.82,0.89,0.92,Gold,Gold,2020-10-12T23:04:05,v0.1.0
3590,secondary-plans,1,0.73,0.0,0.12,0.75,0.48,0.18,Bronze,Bronze,2020-10-12T23:04:05,v0.1.0
3591,site-and-area-specific-policies,1,0.58,1.0,0.12,0.86,0.68,0.54,Bronze,Bronze,2020-10-12T23:04:05,v0.1.0
3592,solid-waste-pickup-schedule,1,1.0,1.0,0.25,1.0,0.78,0.71,Silver,Silver,2020-10-12T23:04:05,v0.1.0
3593,stillbirth-registration-statistics,1,1.0,1.0,0.62,1.0,0.91,0.95,Gold,Gold,2020-10-12T23:04:05,v0.1.0
3594,street-furniture-bench,1,0.96,1.0,0.25,0.81,0.74,0.64,Silver,Silver,2020-10-12T23:04:05,v0.1.0
3595,street-furniture-bicycle-parking,1,0.92,1.0,0.25,0.82,0.74,0.64,Silver,Silver,2020-10-12T23:04:05,v0.1.0
3596,street-furniture-information-pillar-wayfinding-structure,1,0.93,1.0,0.25,0.81,0.73,0.64,Silver,Silver,2020-10-12T23:04:05,v0.1.0
3597,street-furniture-litter-receptacle,1,0.95,1.0,0.25,0.81,0.74,0.64,Silver,Silver,2020-10-12T23:04:05,v0.1.0
3598,street-furniture-poster-board,1,0.94,1.0,0.25,0.8,0.73,0.64,Silver,Silver,2020-10-12T23:04:05,v0.1.0
3599,street-furniture-poster-structure,1,0.96,1.0,0.25,0.81,0.74,0.64,Silver,Silver,2020-10-12T23:04:05,v0.1.0
3600,street-furniture-public-washroom,1,0.98,1.0,0.25,0.77,0.73,0.62,Silver,Silver,2020-10-12T23:04:05,v0.1.0
3601,street-furniture-publication-structure,1,0.96,1.0,0.25,0.79,0.73,0.63,Silver,Silver,2020-10-12T23:04:05,v0.1.0
3602,street-furniture-transit-shelter,1,0.9,1.0,0.25,0.82,0.73,0.64,Silver,Silver,2020-10-12T23:04:05,v0.1.0
3603,tcdsb-schools,1,1.0,0.75,0.57,0.8,0.77,0.7,Silver,Silver,2020-10-12T23:04:05,v0.1.0
3604,toronto-community-housing-data,1,0.94,0.75,0.6,0.7,0.73,0.63,Silver,Silver,2020-10-12T23:04:05,v0.1.0
3605,traffic-control-devices,1,0.48,1.0,0.38,0.82,0.71,0.6,Silver,Silver,2020-10-12T23:04:05,v0.1.0
3606,wellbeing-youth-aboriginal-youth-services,1,0.82,0.5,0.12,0.92,0.64,0.48,Bronze,Bronze,2020-10-12T23:04:05,v0.1.0
3607,wellbeing-youth-adult-education-upgrading,1,0.83,0.0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-10-12T23:04:05,v0.1.0
3608,wellbeing-youth-affordable-housing-access,1,0.83,0.0,0.25,0.88,0.57,0.35,Bronze,Bronze,2020-10-12T23:04:05,v0.1.0
3609,wellbeing-youth-alternative-adult-education,1,0.78,0.0,0.25,0.92,0.58,0.36,Bronze,Bronze,2020-10-12T23:04:05,v0.1.0
3610,wellbeing-youth-concurrent-disorder-programs,1,0.81,0.0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-10-12T23:04:05,v0.1.0
3611,wellbeing-youth-disability-supports-services,1,0.81,0.0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-10-12T23:04:05,v0.1.0
3612,wellbeing-youth-educational-support,1,0.81,0.0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-10-12T23:04:05,v0.1.0
3613,wellbeing-youth-employment-resources,1,0.82,0.0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-10-12T23:04:05,v0.1.0
3614,wellbeing-youth-financial-services,1,0.79,0.0,0.25,0.91,0.58,0.36,Bronze,Bronze,2020-10-12T23:04:05,v0.1.0
3615,wellbeing-youth-health-services,1,0.77,0.0,0.25,0.92,0.58,0.36,Bronze,Bronze,2020-10-12T23:04:05,v0.1.0
3616,wellbeing-youth-housing-eviction-help,1,0.81,0.0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-10-12T23:04:05,v0.1.0
3617,wellbeing-youth-legal-justice-support,1,0.81,0.0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-10-12T23:04:05,v0.1.0
3618,wellbeing-youth-legal-support-advocacy,1,0.82,0.0,0.12,0.92,0.56,0.32,Bronze,Bronze,2020-10-12T23:04:05,v0.1.0
3619,wellbeing-youth-lgbtq-resources,1,0.83,0.0,0.25,0.91,0.58,0.36,Bronze,Bronze,2020-10-12T23:04:05,v0.1.0
3620,wellbeing-youth-life-skills-training,1,0.82,0.0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-10-12T23:04:05,v0.1.0
3621,wellbeing-youth-mental-health,1,0.82,0.0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-10-12T23:04:05,v0.1.0
3622,wellbeing-youth-newcomer-settlement-services,1,0.82,0.0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-10-12T23:04:05,v0.1.0
3623,wellbeing-youth-parenting-programs,1,0.8,0.0,0.25,0.92,0.58,0.37,Bronze,Bronze,2020-10-12T23:04:05,v0.1.0
3624,wellbeing-youth-recreation,1,0.81,0.0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-10-12T23:04:05,v0.1.0
3625,wellbeing-youth-refugee-housing,1,0.83,0.0,0.25,0.92,0.59,0.38,Bronze,Bronze,2020-10-12T23:04:05,v0.1.0
3626,wellbeing-youth-sexual-health-services,1,0.79,0.0,0.25,0.92,0.58,0.36,Bronze,Bronze,2020-10-12T23:04:05,v0.1.0
3627,wellbeing-youth-substance-use-treatment,1,0.79,0.0,0.25,0.92,0.58,0.36,Bronze,Bronze,2020-10-12T23:04:05,v0.1.0
3628,wellbeing-youth-transitional-housing,1,0.82,0.0,0.25,0.91,0.58,0.36,Bronze,Bronze,2020-10-12T23:04:05,v0.1.0
3629,air-conditioned-and-cool-spaces-heat-relief-network,1,0.69,0.5,0.84,0.86,0.78,0.72,Silver,Silver,2020-10-15T10:20:56,v0.1.0
3630,air-conditioned-public-places-cooling-centres,1,1.0,0.0,0.25,0.85,0.54,0.29,Bronze,Bronze,2020-10-15T10:20:56,v0.1.0
3631,annual-summary-of-reportable-communicable-diseases,1,0.98,1.0,0.25,0.69,0.66,0.5,Bronze,Bronze,2020-10-15T10:20:56,v0.1.0
3632,apartment-building-evaluation,1,0.99,1.0,0.75,0.94,0.91,0.96,Gold,Gold,2020-10-15T10:20:56,v0.1.0
3633,apartment-building-registration,1,0.5,1.0,0.69,0.59,0.71,0.59,Bronze,Bronze,2020-10-15T10:20:56,v0.1.0
3634,archaeological-potential-interim,1,0.68,0.0,0.12,0.63,0.43,0.09,Bronze,Bronze,2020-10-15T10:20:56,v0.1.0
3635,bicycle-parking-bike-stations-indoor,1,0.79,1.0,0.12,0.83,0.7,0.57,Bronze,Bronze,2020-10-15T10:20:56,v0.1.0
3636,bicycle-parking-high-capacity-outdoor,1,0.77,1.0,0.12,0.85,0.7,0.57,Bronze,Bronze,2020-10-15T10:20:56,v0.1.0
3637,bicycle-parking-racks,1,0.71,1.0,0.12,0.82,0.68,0.54,Bronze,Bronze,2020-10-15T10:20:56,v0.1.0
3638,bicycle-shops,1,0.75,0.0,0.25,0.84,0.55,0.3,Bronze,Bronze,2020-10-15T10:20:56,v0.1.0
3639,bicycle-thefts,1,0.94,1.0,0.86,0.95,0.94,1.0,Gold,Gold,2020-10-15T10:20:56,v0.1.0
3640,bikeways,1,0.74,1.0,0.12,0.77,0.67,0.51,Bronze,Bronze,2020-10-15T10:20:56,v0.1.0
3641,blacklegged-tick-surveillance,1,1.0,0.75,0.88,0.81,0.82,0.78,Silver,Silver,2020-10-15T10:20:56,v0.1.0
3642,bodysafe,1,0.69,1.0,0.61,0.61,0.72,0.6,Silver,Silver,2020-10-15T10:20:56,v0.1.0
3643,building-permits-green-roofs,1,0.92,1.0,0.12,0.91,0.74,0.64,Silver,Silver,2020-10-15T10:20:56,v0.1.0
3644,building-permits-pool-enclosures,1,0.99,1.0,0.12,0.9,0.75,0.66,Silver,Silver,2020-10-15T10:20:56,v0.1.0
3645,building-permits-signs,1,0.95,1.0,0.12,0.89,0.74,0.64,Silver,Silver,2020-10-15T10:20:56,v0.1.0
3646,building-permits-solar-hot-water-heaters,1,0.98,1.0,0.12,0.8,0.71,0.59,Bronze,Bronze,2020-10-15T10:20:56,v0.1.0
3647,business-improvement-areas,1,0.94,1.0,0.12,0.81,0.7,0.58,Bronze,Bronze,2020-10-15T10:20:56,v0.1.0
3648,business-incubation,1,1.0,0.0,0.12,0.94,0.55,0.3,Bronze,Bronze,2020-10-15T10:20:56,v0.1.0
3649,catalogue-quality-scores,1,1.0,1.0,0.88,0.67,0.81,0.76,Silver,Silver,2020-10-15T10:20:56,v0.1.0
3650,chemical-tracking-chemtrac,1,0.9,1.0,0.12,0.88,0.73,0.62,Silver,Silver,2020-10-15T10:20:56,v0.1.0
3651,city-council-and-committees-meeting-schedule-reports,1,1.0,0.0,0.12,0.92,0.54,0.28,Bronze,Bronze,2020-10-15T10:20:56,v0.1.0
3652,city-wards,1,0.72,1.0,0.12,0.74,0.65,0.49,Bronze,Bronze,2020-10-15T10:20:56,v0.1.0
3653,civic-issue-questionnaire,1,1.0,0.0,0.25,1.0,0.6,0.4,Bronze,Bronze,2020-10-15T10:20:56,v0.1.0
3654,clothing-drop-box-locations,1,0.85,1.0,0.84,0.99,0.94,1.0,Gold,Gold,2020-10-15T10:20:56,v0.1.0
3655,community-council-boundaries,1,0.93,0.0,0.12,0.9,0.56,0.33,Bronze,Bronze,2020-10-15T10:20:56,v0.1.0
3656,council-and-standing-committee-meeting-statistics,1,1.0,0.0,0.12,0.68,0.45,0.12,Bronze,Bronze,2020-10-15T10:20:56,v0.1.0
3657,councillors-constituency-services-office-expense-reporting,1,0.6,0.0,0.12,0.73,0.42,0.07,Bronze,Bronze,2020-10-15T10:20:56,v0.1.0
3658,covid-19-cases-in-toronto,1,1.0,1.0,0.88,0.94,0.91,0.95,Gold,Gold,2020-10-15T10:20:56,v0.1.0
3659,daily-shelter-occupancy,1,0.96,1.0,0.37,0.94,0.79,0.73,Silver,Silver,2020-10-15T10:20:56,v0.1.0
3660,death-registry-statistics,1,1.0,1.0,0.75,0.88,0.89,0.92,Gold,Gold,2020-10-15T10:20:56,v0.1.0
3661,development-applications,1,0.96,0.75,0.75,0.89,0.85,0.84,Gold,Gold,2020-10-15T10:20:56,v0.1.0
3662,doors-open-toronto-2016,1,0.98,0.0,0.12,0.91,0.53,0.28,Bronze,Bronze,2020-10-15T10:20:56,v0.1.0
3663,doors-open-toronto-2017,1,1.0,0.0,0.12,0.91,0.54,0.28,Bronze,Bronze,2020-10-15T10:20:56,v0.1.0
3664,doors-open-toronto-2018,1,1.0,0.0,0.12,0.91,0.54,0.28,Bronze,Bronze,2020-10-15T10:20:56,v0.1.0
3665,elected-officials-contact-information,1,0.7,0.0,0.12,0.76,0.48,0.18,Bronze,Bronze,2020-10-15T10:20:56,v0.1.0
3666,environmentally-significant-areas,1,0.64,0.0,0.25,0.74,0.5,0.21,Bronze,Bronze,2020-10-15T10:20:56,v0.1.0
3667,field-information-reports,1,0.89,0.0,0.88,0.8,0.67,0.51,Bronze,Bronze,2020-10-15T10:20:56,v0.1.0
3668,fire-hydrants,1,1.0,0.5,0.12,0.83,0.63,0.45,Bronze,Bronze,2020-10-15T10:20:56,v0.1.0
3669,fire-incidents,1,0.82,1.0,0.75,0.83,0.85,0.85,Gold,Gold,2020-10-15T10:20:56,v0.1.0
3670,former-municipality-boundaries,1,0.81,0.0,0.12,0.84,0.53,0.26,Bronze,Bronze,2020-10-15T10:20:56,v0.1.0
3671,highrise-residential-fire-inspection-results,1,0.94,0.5,0.62,0.69,0.69,0.56,Bronze,Bronze,2020-10-15T10:20:56,v0.1.0
3672,homicide,1,0.92,1.0,0.83,0.96,0.93,0.99,Gold,Gold,2020-10-15T10:20:56,v0.1.0
3673,immunization-coverage-for-students,1,1.0,1.0,0.5,0.69,0.72,0.61,Silver,Silver,2020-10-15T10:20:56,v0.1.0
3674,king-st-transit-pilot-2015-king-street-traffic-counts,1,1.0,0.0,0.12,0.58,0.41,0.06,Bronze,Bronze,2020-10-15T10:20:56,v0.1.0
3675,king-st-transit-pilot-bluetooth-travel-time-summary,1,1.0,0.43,0.12,0.69,0.53,0.27,Bronze,Bronze,2020-10-15T10:20:56,v0.1.0
3676,king-st-transit-pilot-traffic-pedestrian-volumes-summary,1,1.0,0.49,0.12,0.69,0.54,0.28,Bronze,Bronze,2020-10-15T10:20:56,v0.1.0
3677,marriage-licence-statistics,1,1.0,1.0,0.62,1.0,0.91,0.95,Gold,Gold,2020-10-15T10:20:56,v0.1.0
3678,mbncanada-performance-measures,1,0.95,1.0,0.12,0.79,0.66,0.5,Bronze,Bronze,2020-10-15T10:20:56,v0.1.0
3679,members-of-toronto-city-council-meeting-attendance,1,1.0,0.0,0.25,0.94,0.58,0.35,Bronze,Bronze,2020-10-15T10:20:56,v0.1.0
3680,members-of-toronto-city-council-voting-record,1,1.0,0.0,0.25,0.9,0.56,0.33,Bronze,Bronze,2020-10-15T10:20:56,v0.1.0
3681,mobile-watch-your-speed-program-speed-summary,1,1.0,1.0,0.88,0.6,0.82,0.79,Silver,Silver,2020-10-15T10:20:56,v0.1.0
3682,motor-vehicle-collisions-involving-killed-or-seriously-injured-persons,1,0.6,1.0,0.87,0.75,0.82,0.79,Silver,Silver,2020-10-15T10:20:56,v0.1.0
3683,neighbourhood-crime-rates,1,1.0,1.0,0.74,0.7,0.82,0.79,Silver,Silver,2020-10-15T10:20:56,v0.1.0
3684,neighbourhood-profiles,1,1.0,0.0,0.12,0.57,0.41,0.05,Bronze,Bronze,2020-10-15T10:20:56,v0.1.0
3685,neighbourhoods,1,0.87,0.0,0.12,0.86,0.54,0.28,Bronze,Bronze,2020-10-15T10:20:56,v0.1.0
3686,on-street-permit-parking-area-maps,1,0.36,1.0,0.12,0.63,0.57,0.33,Bronze,Bronze,2020-10-15T10:20:56,v0.1.0
3687,patrol-zones,1,1.0,0.0,0.25,0.9,0.6,0.4,Bronze,Bronze,2020-10-15T10:20:56,v0.1.0
3688,places-of-interest-and-toronto-attractions,1,0.69,0.0,0.25,0.81,0.53,0.27,Bronze,Bronze,2020-10-15T10:20:56,v0.1.0
3689,places-of-worship,1,0.51,0.0,0.25,0.75,0.49,0.19,Bronze,Bronze,2020-10-15T10:20:56,v0.1.0
3690,police-boundaries,1,0.87,0.0,0.12,0.88,0.55,0.3,Bronze,Bronze,2020-10-15T10:20:56,v0.1.0
3691,police-facility-locations,1,1.0,0.0,0.65,0.9,0.7,0.57,Bronze,Bronze,2020-10-15T10:20:56,v0.1.0
3692,polls-conducted-by-the-city,1,0.99,1.0,0.62,0.92,0.87,0.89,Gold,Gold,2020-10-15T10:20:56,v0.1.0
3693,red-light-cameras,1,0.59,1.0,0.12,0.85,0.68,0.54,Bronze,Bronze,2020-10-15T10:20:56,v0.1.0
3694,registry-of-declared-interest,1,0.96,0.0,0.25,0.89,0.55,0.31,Bronze,Bronze,2020-10-15T10:20:56,v0.1.0
3695,renewable-energy-installations,1,0.64,0.0,0.25,0.8,0.52,0.25,Bronze,Bronze,2020-10-15T10:20:56,v0.1.0
3696,residential-front-yard-parking,1,1.0,1.0,0.62,0.8,0.83,0.81,Gold,Gold,2020-10-15T10:20:56,v0.1.0
3697,retirement-homes,1,0.69,0.0,0.25,0.8,0.52,0.26,Bronze,Bronze,2020-10-15T10:20:56,v0.1.0
3698,safety-zone-watch-your-speed-program-monthly-summary,1,1.0,1.0,0.88,0.61,0.82,0.79,Silver,Silver,2020-10-15T10:20:56,v0.1.0
3699,school-locations-all-types,1,0.84,1.0,0.12,0.85,0.71,0.59,Bronze,Bronze,2020-10-15T10:20:56,v0.1.0
3700,school-safety-zone-watch-your-speed-program-locations,1,0.93,1.0,0.87,0.82,0.89,0.92,Gold,Gold,2020-10-15T10:20:56,v0.1.0
3701,secondary-plans,1,0.73,0.0,0.12,0.75,0.48,0.18,Bronze,Bronze,2020-10-15T10:20:56,v0.1.0
